Start (s),End (s),Scientific name,Common name,Confidence,origial
18.0,21.0,Columba palumbus,Common Wood-Pigeon,0.90265095,datasets\EuropeanGreenWoodpecker\484954.mp3
21.0,24.0,Picus viridis,Eurasian Green Woodpecker,0.97117144,datasets\EuropeanGreenWoodpecker\484954.mp3
21.0,24.0,Corvus monedula,Eurasian Jackdaw,0.6143485,datasets\EuropeanGreenWoodpecker\484954.mp3
24.0,27.0,Picus viridis,Eurasian Green Woodpecker,0.98673767,datasets\EuropeanGreenWoodpecker\484954.mp3
24.0,27.0,Corvus monedula,Eurasian Jackdaw,0.13706444,datasets\EuropeanGreenWoodpecker\484954.mp3
27.0,30.0,Picus viridis,Eurasian Green Woodpecker,0.99462897,datasets\EuropeanGreenWoodpecker\484954.mp3
30.0,33.0,Corvus monedula,Eurasian Jackdaw,0.16049278,datasets\EuropeanGreenWoodpecker\484954.mp3
30.0,33.0,Picus viridis,Eurasian Green Woodpecker,0.101535074,datasets\EuropeanGreenWoodpecker\484954.mp3
33.0,36.0,Picus viridis,Eurasian Green Woodpecker,0.9946641,datasets\EuropeanGreenWoodpecker\484954.mp3
33.0,36.0,Accipiter gentilis,Northern Goshawk,0.2665403,datasets\EuropeanGreenWoodpecker\484954.mp3
33.0,36.0,Corvus monedula,Eurasian Jackdaw,0.16893788,datasets\EuropeanGreenWoodpecker\484954.mp3
36.0,39.0,Picus viridis,Eurasian Green Woodpecker,0.9946568,datasets\EuropeanGreenWoodpecker\484954.mp3
39.0,42.0,Picus viridis,Eurasian Green Woodpecker,0.99249023,datasets\EuropeanGreenWoodpecker\484954.mp3
42.0,45.0,Picus viridis,Eurasian Green Woodpecker,0.9961538,datasets\EuropeanGreenWoodpecker\484954.mp3
45.0,48.0,Picus viridis,Eurasian Green Woodpecker,0.9868541,datasets\EuropeanGreenWoodpecker\484954.mp3
48.0,51.0,Picus viridis,Eurasian Green Woodpecker,0.9805551,datasets\EuropeanGreenWoodpecker\484954.mp3
51.0,54.0,Picus viridis,Eurasian Green Woodpecker,0.99574137,datasets\EuropeanGreenWoodpecker\484954.mp3
54.0,57.0,Picus viridis,Eurasian Green Woodpecker,0.99852484,datasets\EuropeanGreenWoodpecker\484954.mp3
57.0,60.0,Picus viridis,Eurasian Green Woodpecker,0.9843269,datasets\EuropeanGreenWoodpecker\484954.mp3
63.0,66.0,Picus viridis,Eurasian Green Woodpecker,0.99082816,datasets\EuropeanGreenWoodpecker\484954.mp3
63.0,66.0,Corvus monedula,Eurasian Jackdaw,0.45717254,datasets\EuropeanGreenWoodpecker\484954.mp3
0.0,3.0,Picus viridis,Eurasian Green Woodpecker,0.886986,datasets\EuropeanGreenWoodpecker\420209.mp3
3.0,6.0,Picus viridis,Eurasian Green Woodpecker,0.952887,datasets\EuropeanGreenWoodpecker\420209.mp3
6.0,9.0,Picus viridis,Eurasian Green Woodpecker,0.9748276,datasets\EuropeanGreenWoodpecker\420209.mp3
9.0,12.0,Picus viridis,Eurasian Green Woodpecker,0.924526,datasets\EuropeanGreenWoodpecker\420209.mp3
12.0,15.0,Picus viridis,Eurasian Green Woodpecker,0.98893213,datasets\EuropeanGreenWoodpecker\420209.mp3
15.0,18.0,Picus viridis,Eurasian Green Woodpecker,0.981223,datasets\EuropeanGreenWoodpecker\420209.mp3
18.0,21.0,Picus viridis,Eurasian Green Woodpecker,0.96160704,datasets\EuropeanGreenWoodpecker\420209.mp3
21.0,24.0,Picus viridis,Eurasian Green Woodpecker,0.98724115,datasets\EuropeanGreenWoodpecker\420209.mp3
24.0,27.0,Picus viridis,Eurasian Green Woodpecker,0.96609616,datasets\EuropeanGreenWoodpecker\420209.mp3
27.0,30.0,Picus viridis,Eurasian Green Woodpecker,0.9740665,datasets\EuropeanGreenWoodpecker\420209.mp3
0.0,3.0,Falco tinnunculus,Eurasian Kestrel,0.99843866,datasets\CommonKestrel\504613.mp3
9.0,12.0,Falco tinnunculus,Eurasian Kestrel,0.8940803,datasets\CommonKestrel\504613.mp3
9.0,12.0,Falco columbarius,Merlin,0.1494767,datasets\CommonKestrel\504613.mp3
12.0,15.0,Dendrocopos major,Great Spotted Woodpecker,0.16103353,datasets\CommonKestrel\504613.mp3
15.0,18.0,Falco tinnunculus,Eurasian Kestrel,0.9977227,datasets\CommonKestrel\504613.mp3
18.0,21.0,Falco tinnunculus,Eurasian Kestrel,0.9976349,datasets\CommonKestrel\504613.mp3
0.0,3.0,Falco tinnunculus,Eurasian Kestrel,0.8367724,datasets\EurasianHobby\665838.mp3
0.0,3.0,Falco subbuteo,Eurasian Hobby,0.10235789,datasets\EurasianHobby\665838.mp3
3.0,6.0,Falco subbuteo,Eurasian Hobby,0.9700177,datasets\EurasianHobby\665838.mp3
6.0,9.0,Falco subbuteo,Eurasian Hobby,0.9944108,datasets\EurasianHobby\665838.mp3
15.0,18.0,Falco tinnunculus,Eurasian Kestrel,0.47571477,datasets\EurasianHobby\665838.mp3
18.0,21.0,Falco tinnunculus,Eurasian Kestrel,0.16345736,datasets\EurasianHobby\665838.mp3
24.0,27.0,Falco subbuteo,Eurasian Hobby,0.9959067,datasets\EurasianHobby\665838.mp3
27.0,30.0,Falco subbuteo,Eurasian Hobby,0.9798543,datasets\EurasianHobby\665838.mp3
30.0,33.0,Falco subbuteo,Eurasian Hobby,0.99822146,datasets\EurasianHobby\665838.mp3
33.0,36.0,Falco subbuteo,Eurasian Hobby,0.16472207,datasets\EurasianHobby\665838.mp3
0.0,3.0,Psittacula krameri,Rose-ringed Parakeet,0.999683,datasets\Rose-ringedParakeet\692061.mp3
3.0,6.0,Psittacula krameri,Rose-ringed Parakeet,0.98654455,datasets\Rose-ringedParakeet\692061.mp3
9.0,12.0,Garrulus glandarius,Eurasian Jay,0.1576054,datasets\Rose-ringedParakeet\692061.mp3
12.0,15.0,Psittacula krameri,Rose-ringed Parakeet,0.13470605,datasets\Rose-ringedParakeet\692061.mp3
15.0,18.0,Pica pica,Eurasian Magpie,0.91644263,datasets\Rose-ringedParakeet\692061.mp3
18.0,21.0,Pica pica,Eurasian Magpie,0.9968405,datasets\Rose-ringedParakeet\692061.mp3
21.0,24.0,Carduelis carduelis,European Goldfinch,0.7368863,datasets\Rose-ringedParakeet\692061.mp3
0.0,3.0,Psittacula krameri,Rose-ringed Parakeet,0.9951079,datasets\Rose-ringedParakeet\692060.mp3
3.0,6.0,Psittacula krameri,Rose-ringed Parakeet,0.9987399,datasets\Rose-ringedParakeet\692060.mp3
6.0,9.0,Psittacula krameri,Rose-ringed Parakeet,0.99805105,datasets\Rose-ringedParakeet\692060.mp3
9.0,12.0,Psittacula krameri,Rose-ringed Parakeet,0.9876467,datasets\Rose-ringedParakeet\692060.mp3
12.0,15.0,Carduelis carduelis,European Goldfinch,0.76667625,datasets\Rose-ringedParakeet\692060.mp3
12.0,15.0,Acrocephalus palustris,Marsh Warbler,0.18894544,datasets\Rose-ringedParakeet\692060.mp3
15.0,18.0,Carduelis carduelis,European Goldfinch,0.18077564,datasets\Rose-ringedParakeet\692060.mp3
18.0,21.0,Psittacula krameri,Rose-ringed Parakeet,0.9858046,datasets\Rose-ringedParakeet\692060.mp3
21.0,24.0,Psittacula krameri,Rose-ringed Parakeet,0.99686533,datasets\Rose-ringedParakeet\692060.mp3
24.0,27.0,Psittacula krameri,Rose-ringed Parakeet,0.99655163,datasets\Rose-ringedParakeet\692060.mp3
27.0,30.0,Carduelis carduelis,European Goldfinch,0.91977245,datasets\Rose-ringedParakeet\692060.mp3
0.0,3.0,Psittacula krameri,Rose-ringed Parakeet,0.9996754,datasets\Rose-ringedParakeet\505122.mp3
9.0,12.0,Psittacula krameri,Rose-ringed Parakeet,0.9954358,datasets\Rose-ringedParakeet\505122.mp3
15.0,18.0,Psittacula krameri,Rose-ringed Parakeet,0.97466964,datasets\Rose-ringedParakeet\505122.mp3
18.0,21.0,Psittacula krameri,Rose-ringed Parakeet,0.9992706,datasets\Rose-ringedParakeet\505122.mp3
0.0,3.0,Lanius collurio,Red-backed Shrike,0.8896004,datasets\Red-backedShrike\498043.mp3
0.0,3.0,Sylvia borin,Garden Warbler,0.25956115,datasets\Red-backedShrike\498043.mp3
3.0,6.0,Lanius collurio,Red-backed Shrike,0.91159457,datasets\Red-backedShrike\498043.mp3
3.0,6.0,Sylvia borin,Garden Warbler,0.1362351,datasets\Red-backedShrike\498043.mp3
6.0,9.0,Lanius collurio,Red-backed Shrike,0.83971894,datasets\Red-backedShrike\498043.mp3
6.0,9.0,Sylvia borin,Garden Warbler,0.17270276,datasets\Red-backedShrike\498043.mp3
9.0,12.0,Lanius collurio,Red-backed Shrike,0.87590384,datasets\Red-backedShrike\498043.mp3
12.0,15.0,Lanius collurio,Red-backed Shrike,0.4134115,datasets\Red-backedShrike\498043.mp3
15.0,18.0,Lanius collurio,Red-backed Shrike,0.606916,datasets\Red-backedShrike\498043.mp3
15.0,18.0,Sylvia borin,Garden Warbler,0.3332606,datasets\Red-backedShrike\498043.mp3
18.0,21.0,Lanius collurio,Red-backed Shrike,0.9179464,datasets\Red-backedShrike\498043.mp3
21.0,24.0,Lanius collurio,Red-backed Shrike,0.9099564,datasets\Red-backedShrike\498043.mp3
24.0,27.0,Lanius collurio,Red-backed Shrike,0.7292544,datasets\Red-backedShrike\498043.mp3
0.0,3.0,Lanius collurio,Red-backed Shrike,0.7393019,datasets\Red-backedShrike\485278.mp3
3.0,6.0,Lanius collurio,Red-backed Shrike,0.69006735,datasets\Red-backedShrike\485278.mp3
6.0,9.0,Lanius collurio,Red-backed Shrike,0.27828774,datasets\Red-backedShrike\485278.mp3
9.0,12.0,Lanius collurio,Red-backed Shrike,0.39952114,datasets\Red-backedShrike\485278.mp3
12.0,15.0,Lanius collurio,Red-backed Shrike,0.94428873,datasets\Red-backedShrike\485278.mp3
15.0,18.0,Lanius collurio,Red-backed Shrike,0.78204674,datasets\Red-backedShrike\485278.mp3
18.0,21.0,Lanius collurio,Red-backed Shrike,0.93073183,datasets\Red-backedShrike\485278.mp3
21.0,24.0,Lanius collurio,Red-backed Shrike,0.9147403,datasets\Red-backedShrike\485278.mp3
24.0,27.0,Lanius collurio,Red-backed Shrike,0.8798971,datasets\Red-backedShrike\485278.mp3
27.0,30.0,Lanius collurio,Red-backed Shrike,0.45690802,datasets\Red-backedShrike\485278.mp3
30.0,33.0,Lanius collurio,Red-backed Shrike,0.9900656,datasets\Red-backedShrike\485278.mp3
33.0,36.0,Lanius collurio,Red-backed Shrike,0.9805248,datasets\Red-backedShrike\485278.mp3
0.0,3.0,Oriolus oriolus,Eurasian Golden Oriole,0.25427467,datasets\EurasianGoldenOriole\924785.mp3
3.0,6.0,Oriolus oriolus,Eurasian Golden Oriole,0.17566757,datasets\EurasianGoldenOriole\924785.mp3
6.0,9.0,Oriolus oriolus,Eurasian Golden Oriole,0.62637526,datasets\EurasianGoldenOriole\924785.mp3
9.0,12.0,Oriolus oriolus,Eurasian Golden Oriole,0.7971286,datasets\EurasianGoldenOriole\924785.mp3
12.0,15.0,Oriolus oriolus,Eurasian Golden Oriole,0.26776227,datasets\EurasianGoldenOriole\924785.mp3
0.0,3.0,Oriolus oriolus,Eurasian Golden Oriole,0.9940281,datasets\EurasianGoldenOriole\731298.mp3
3.0,6.0,Oriolus oriolus,Eurasian Golden Oriole,0.9982875,datasets\EurasianGoldenOriole\731298.mp3
9.0,12.0,Oriolus oriolus,Eurasian Golden Oriole,0.9923362,datasets\EurasianGoldenOriole\731298.mp3
15.0,18.0,Oriolus oriolus,Eurasian Golden Oriole,0.99621445,datasets\EurasianGoldenOriole\731298.mp3
18.0,21.0,Oriolus oriolus,Eurasian Golden Oriole,0.9842486,datasets\EurasianGoldenOriole\731298.mp3
0.0,3.0,Oriolus oriolus,Eurasian Golden Oriole,0.9986749,datasets\EurasianGoldenOriole\478614.mp3
3.0,6.0,Certhia brachydactyla,Short-toed Treecreeper,0.18821491,datasets\EurasianGoldenOriole\478614.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.16295385,datasets\EurasianGoldenOriole\478614.mp3
3.0,6.0,Certhia familiaris,Eurasian Treecreeper,0.108782865,datasets\EurasianGoldenOriole\478614.mp3
6.0,9.0,Oriolus oriolus,Eurasian Golden Oriole,0.99838233,datasets\EurasianGoldenOriole\478614.mp3
9.0,12.0,Fringilla coelebs,Common Chaffinch,0.10128324,datasets\EurasianGoldenOriole\478614.mp3
15.0,18.0,Oriolus oriolus,Eurasian Golden Oriole,0.9187769,datasets\EurasianGoldenOriole\478614.mp3
18.0,21.0,Oriolus oriolus,Eurasian Golden Oriole,0.62197655,datasets\EurasianGoldenOriole\478614.mp3
21.0,24.0,Oriolus oriolus,Eurasian Golden Oriole,0.8598158,datasets\EurasianGoldenOriole\478614.mp3
21.0,24.0,Certhia brachydactyla,Short-toed Treecreeper,0.5309982,datasets\EurasianGoldenOriole\478614.mp3
24.0,27.0,Oriolus oriolus,Eurasian Golden Oriole,0.77358294,datasets\EurasianGoldenOriole\478614.mp3
0.0,3.0,Phylloscopus collybita,Common Chiffchaff,0.1591629,datasets\EurasianGoldenOriole\276866.mp3
0.0,3.0,Turdus merula,Eurasian Blackbird,0.11444109,datasets\EurasianGoldenOriole\276866.mp3
3.0,6.0,Oriolus oriolus,Eurasian Golden Oriole,0.9787608,datasets\EurasianGoldenOriole\276866.mp3
6.0,9.0,Sylvia atricapilla,Eurasian Blackcap,0.4520796,datasets\EurasianGoldenOriole\276866.mp3
6.0,9.0,Sylvia borin,Garden Warbler,0.22382055,datasets\EurasianGoldenOriole\276866.mp3
9.0,12.0,Hippolais icterina,Icterine Warbler,0.13947725,datasets\EurasianGoldenOriole\276866.mp3
9.0,12.0,Cyanistes caeruleus,Eurasian Blue Tit,0.10318758,datasets\EurasianGoldenOriole\276866.mp3
15.0,18.0,Oriolus oriolus,Eurasian Golden Oriole,0.9659822,datasets\EurasianGoldenOriole\276866.mp3
18.0,21.0,Phylloscopus collybita,Common Chiffchaff,0.4609176,datasets\EurasianGoldenOriole\276866.mp3
27.0,30.0,Sylvia atricapilla,Eurasian Blackcap,0.39892578,datasets\EurasianGoldenOriole\276866.mp3
27.0,30.0,Sylvia borin,Garden Warbler,0.16631778,datasets\EurasianGoldenOriole\276866.mp3
30.0,33.0,Oriolus oriolus,Eurasian Golden Oriole,0.98837936,datasets\EurasianGoldenOriole\276866.mp3
33.0,36.0,Oriolus oriolus,Eurasian Golden Oriole,0.62386477,datasets\EurasianGoldenOriole\276866.mp3
36.0,39.0,Sylvia atricapilla,Eurasian Blackcap,0.20767817,datasets\EurasianGoldenOriole\276866.mp3
39.0,42.0,Sylvia borin,Garden Warbler,0.37528166,datasets\EurasianGoldenOriole\276866.mp3
39.0,42.0,Sylvia atricapilla,Eurasian Blackcap,0.18298803,datasets\EurasianGoldenOriole\276866.mp3
42.0,45.0,Oriolus oriolus,Eurasian Golden Oriole,0.99619114,datasets\EurasianGoldenOriole\276866.mp3
45.0,48.0,Sylvia atricapilla,Eurasian Blackcap,0.66076404,datasets\EurasianGoldenOriole\276866.mp3
48.0,51.0,Oriolus oriolus,Eurasian Golden Oriole,0.98727787,datasets\EurasianGoldenOriole\276866.mp3
48.0,51.0,Troglodytes troglodytes,Eurasian Wren,0.19004695,datasets\EurasianGoldenOriole\276866.mp3
51.0,54.0,Troglodytes troglodytes,Eurasian Wren,0.96780485,datasets\EurasianGoldenOriole\276866.mp3
54.0,57.0,Sylvia borin,Garden Warbler,0.31925952,datasets\EurasianGoldenOriole\276866.mp3
54.0,57.0,Sylvia atricapilla,Eurasian Blackcap,0.2088407,datasets\EurasianGoldenOriole\276866.mp3
60.0,63.0,Ficedula hypoleuca,European Pied Flycatcher,0.29295474,datasets\EurasianGoldenOriole\276866.mp3
63.0,66.0,Sylvia atricapilla,Eurasian Blackcap,0.5423082,datasets\EurasianGoldenOriole\276866.mp3
63.0,66.0,Ficedula hypoleuca,European Pied Flycatcher,0.21944132,datasets\EurasianGoldenOriole\276866.mp3
63.0,66.0,Oriolus oriolus,Eurasian Golden Oriole,0.19667609,datasets\EurasianGoldenOriole\276866.mp3
63.0,66.0,Sylvia borin,Garden Warbler,0.1772322,datasets\EurasianGoldenOriole\276866.mp3
66.0,69.0,Sylvia atricapilla,Eurasian Blackcap,0.66916907,datasets\EurasianGoldenOriole\276866.mp3
69.0,72.0,Oriolus oriolus,Eurasian Golden Oriole,0.95437574,datasets\EurasianGoldenOriole\276866.mp3
69.0,72.0,Turdus merula,Eurasian Blackbird,0.16544016,datasets\EurasianGoldenOriole\276866.mp3
72.0,75.0,Oriolus oriolus,Eurasian Golden Oriole,0.9156126,datasets\EurasianGoldenOriole\276866.mp3
75.0,78.0,Oriolus oriolus,Eurasian Golden Oriole,0.16853316,datasets\EurasianGoldenOriole\276866.mp3
78.0,81.0,Oriolus oriolus,Eurasian Golden Oriole,0.9990318,datasets\EurasianGoldenOriole\276866.mp3
81.0,84.0,Sylvia atricapilla,Eurasian Blackcap,0.28591216,datasets\EurasianGoldenOriole\276866.mp3
87.0,90.0,Oriolus oriolus,Eurasian Golden Oriole,0.9985505,datasets\EurasianGoldenOriole\276866.mp3
90.0,93.0,Erithacus rubecula,European Robin,0.113639094,datasets\EurasianGoldenOriole\276866.mp3
93.0,96.0,Turdus merula,Eurasian Blackbird,0.15839581,datasets\EurasianGoldenOriole\276866.mp3
96.0,99.0,Oriolus oriolus,Eurasian Golden Oriole,0.17879862,datasets\EurasianGoldenOriole\276866.mp3
102.0,105.0,Sylvia borin,Garden Warbler,0.18088737,datasets\EurasianGoldenOriole\276866.mp3
105.0,108.0,Turdus merula,Eurasian Blackbird,0.2057739,datasets\EurasianGoldenOriole\276866.mp3
108.0,111.0,Sylvia borin,Garden Warbler,0.21738178,datasets\EurasianGoldenOriole\276866.mp3
111.0,114.0,Oriolus oriolus,Eurasian Golden Oriole,0.39686,datasets\EurasianGoldenOriole\276866.mp3
111.0,114.0,Dendrocoptes medius,Middle Spotted Woodpecker,0.12675749,datasets\EurasianGoldenOriole\276866.mp3
114.0,117.0,Phylloscopus sibilatrix,Wood Warbler,0.22209744,datasets\EurasianGoldenOriole\276866.mp3
114.0,117.0,Sylvia atricapilla,Eurasian Blackcap,0.11406184,datasets\EurasianGoldenOriole\276866.mp3
117.0,120.0,Oriolus oriolus,Eurasian Golden Oriole,0.10843702,datasets\EurasianGoldenOriole\276866.mp3
120.0,123.0,Oriolus oriolus,Eurasian Golden Oriole,0.9889094,datasets\EurasianGoldenOriole\276866.mp3
123.0,126.0,Turdus viscivorus,Mistle Thrush,0.14237809,datasets\EurasianGoldenOriole\276866.mp3
123.0,126.0,Turdus merula,Eurasian Blackbird,0.116795264,datasets\EurasianGoldenOriole\276866.mp3
126.0,129.0,Turdus viscivorus,Mistle Thrush,0.10429468,datasets\EurasianGoldenOriole\276866.mp3
129.0,132.0,Oriolus oriolus,Eurasian Golden Oriole,0.99483067,datasets\EurasianGoldenOriole\276866.mp3
132.0,135.0,Turdus merula,Eurasian Blackbird,0.110891975,datasets\EurasianGoldenOriole\276866.mp3
135.0,138.0,Oriolus oriolus,Eurasian Golden Oriole,0.3070049,datasets\EurasianGoldenOriole\276866.mp3
138.0,141.0,Oriolus oriolus,Eurasian Golden Oriole,0.9408545,datasets\EurasianGoldenOriole\276866.mp3
141.0,144.0,Oriolus oriolus,Eurasian Golden Oriole,0.21486329,datasets\EurasianGoldenOriole\276866.mp3
144.0,147.0,Oriolus oriolus,Eurasian Golden Oriole,0.9865216,datasets\EurasianGoldenOriole\276866.mp3
147.0,150.0,Coccothraustes coccothraustes,Hawfinch,0.67556924,datasets\EurasianGoldenOriole\276866.mp3
150.0,153.0,Oriolus oriolus,Eurasian Golden Oriole,0.9950063,datasets\EurasianGoldenOriole\276866.mp3
153.0,156.0,Oriolus oriolus,Eurasian Golden Oriole,0.15058276,datasets\EurasianGoldenOriole\276866.mp3
159.0,162.0,Oriolus oriolus,Eurasian Golden Oriole,0.99551195,datasets\EurasianGoldenOriole\276866.mp3
162.0,165.0,Phylloscopus collybita,Common Chiffchaff,0.2556846,datasets\EurasianGoldenOriole\276866.mp3
168.0,171.0,Oriolus oriolus,Eurasian Golden Oriole,0.9938327,datasets\EurasianGoldenOriole\276866.mp3
171.0,174.0,Oriolus oriolus,Eurasian Golden Oriole,0.11793788,datasets\EurasianGoldenOriole\276866.mp3
174.0,177.0,Muscicapa striata,Spotted Flycatcher,0.4869049,datasets\EurasianGoldenOriole\276866.mp3
174.0,177.0,Coccothraustes coccothraustes,Hawfinch,0.39244053,datasets\EurasianGoldenOriole\276866.mp3
177.0,180.0,Turdus merula,Eurasian Blackbird,0.30035937,datasets\EurasianGoldenOriole\276866.mp3
186.0,189.0,Turdus merula,Eurasian Blackbird,0.14153853,datasets\EurasianGoldenOriole\276866.mp3
189.0,192.0,Oriolus oriolus,Eurasian Golden Oriole,0.99920124,datasets\EurasianGoldenOriole\276866.mp3
192.0,195.0,Sylvia atricapilla,Eurasian Blackcap,0.27856818,datasets\EurasianGoldenOriole\276866.mp3
192.0,195.0,Sylvia borin,Garden Warbler,0.18168068,datasets\EurasianGoldenOriole\276866.mp3
195.0,198.0,Oriolus oriolus,Eurasian Golden Oriole,0.99902666,datasets\EurasianGoldenOriole\276866.mp3
198.0,201.0,Oriolus oriolus,Eurasian Golden Oriole,0.6548059,datasets\EurasianGoldenOriole\276866.mp3
198.0,201.0,Buteo buteo,Common Buzzard,0.30562094,datasets\EurasianGoldenOriole\276866.mp3
201.0,204.0,Oriolus oriolus,Eurasian Golden Oriole,0.98680407,datasets\EurasianGoldenOriole\276866.mp3
201.0,204.0,Turdus merula,Eurasian Blackbird,0.1372142,datasets\EurasianGoldenOriole\276866.mp3
204.0,207.0,Oriolus oriolus,Eurasian Golden Oriole,0.8446446,datasets\EurasianGoldenOriole\276866.mp3
210.0,213.0,Oriolus oriolus,Eurasian Golden Oriole,0.9994337,datasets\EurasianGoldenOriole\276866.mp3
213.0,216.0,Oriolus oriolus,Eurasian Golden Oriole,0.99485415,datasets\EurasianGoldenOriole\276866.mp3
216.0,219.0,Picus canus,Gray-headed Woodpecker,0.17411244,datasets\EurasianGoldenOriole\276866.mp3
219.0,222.0,Oriolus oriolus,Eurasian Golden Oriole,0.9994456,datasets\EurasianGoldenOriole\276866.mp3
222.0,225.0,Sylvia atricapilla,Eurasian Blackcap,0.11891772,datasets\EurasianGoldenOriole\276866.mp3
225.0,228.0,Oriolus oriolus,Eurasian Golden Oriole,0.46422845,datasets\EurasianGoldenOriole\276866.mp3
225.0,228.0,Turdus merula,Eurasian Blackbird,0.10949954,datasets\EurasianGoldenOriole\276866.mp3
228.0,231.0,Oriolus oriolus,Eurasian Golden Oriole,0.12066159,datasets\EurasianGoldenOriole\276866.mp3
231.0,234.0,Oriolus oriolus,Eurasian Golden Oriole,0.99361366,datasets\EurasianGoldenOriole\276866.mp3
237.0,240.0,Oriolus oriolus,Eurasian Golden Oriole,0.11913657,datasets\EurasianGoldenOriole\276866.mp3
237.0,240.0,Turdus merula,Eurasian Blackbird,0.10765996,datasets\EurasianGoldenOriole\276866.mp3
240.0,243.0,Oriolus oriolus,Eurasian Golden Oriole,0.98618996,datasets\EurasianGoldenOriole\276866.mp3
243.0,246.0,Turdus merula,Eurasian Blackbird,0.2853024,datasets\EurasianGoldenOriole\276866.mp3
243.0,246.0,Oriolus oriolus,Eurasian Golden Oriole,0.21215168,datasets\EurasianGoldenOriole\276866.mp3
246.0,249.0,Turdus merula,Eurasian Blackbird,0.11354994,datasets\EurasianGoldenOriole\276866.mp3
249.0,252.0,Oriolus oriolus,Eurasian Golden Oriole,0.1551275,datasets\EurasianGoldenOriole\276866.mp3
252.0,255.0,Turdus merula,Eurasian Blackbird,0.3222801,datasets\EurasianGoldenOriole\276866.mp3
255.0,258.0,Turdus merula,Eurasian Blackbird,0.7743257,datasets\EurasianGoldenOriole\276866.mp3
258.0,261.0,Turdus merula,Eurasian Blackbird,0.3638333,datasets\EurasianGoldenOriole\276866.mp3
258.0,261.0,Oriolus oriolus,Eurasian Golden Oriole,0.312748,datasets\EurasianGoldenOriole\276866.mp3
261.0,264.0,Oriolus oriolus,Eurasian Golden Oriole,0.9911602,datasets\EurasianGoldenOriole\276866.mp3
264.0,267.0,Turdus merula,Eurasian Blackbird,0.47075,datasets\EurasianGoldenOriole\276866.mp3
264.0,267.0,Oriolus oriolus,Eurasian Golden Oriole,0.12129159,datasets\EurasianGoldenOriole\276866.mp3
267.0,270.0,Oriolus oriolus,Eurasian Golden Oriole,0.97030985,datasets\EurasianGoldenOriole\276866.mp3
270.0,273.0,Turdus merula,Eurasian Blackbird,0.15242568,datasets\EurasianGoldenOriole\276866.mp3
273.0,276.0,Oriolus oriolus,Eurasian Golden Oriole,0.99790156,datasets\EurasianGoldenOriole\276866.mp3
282.0,285.0,Turdus merula,Eurasian Blackbird,0.5956531,datasets\EurasianGoldenOriole\276866.mp3
288.0,291.0,Turdus merula,Eurasian Blackbird,0.78594184,datasets\EurasianGoldenOriole\276866.mp3
288.0,291.0,Turdus viscivorus,Mistle Thrush,0.16666828,datasets\EurasianGoldenOriole\276866.mp3
291.0,294.0,Oriolus oriolus,Eurasian Golden Oriole,0.53530645,datasets\EurasianGoldenOriole\276866.mp3
294.0,297.0,Turdus merula,Eurasian Blackbird,0.26617166,datasets\EurasianGoldenOriole\276866.mp3
294.0,297.0,Oriolus oriolus,Eurasian Golden Oriole,0.1570976,datasets\EurasianGoldenOriole\276866.mp3
297.0,300.0,Oriolus oriolus,Eurasian Golden Oriole,0.9935353,datasets\EurasianGoldenOriole\276866.mp3
300.0,303.0,Oriolus oriolus,Eurasian Golden Oriole,0.357237,datasets\EurasianGoldenOriole\276866.mp3
300.0,303.0,Turdus merula,Eurasian Blackbird,0.24980132,datasets\EurasianGoldenOriole\276866.mp3
303.0,306.0,Turdus merula,Eurasian Blackbird,0.66744864,datasets\EurasianGoldenOriole\276866.mp3
303.0,306.0,Oriolus oriolus,Eurasian Golden Oriole,0.14333971,datasets\EurasianGoldenOriole\276866.mp3
309.0,312.0,Oriolus oriolus,Eurasian Golden Oriole,0.8403802,datasets\EurasianGoldenOriole\276866.mp3
309.0,312.0,Turdus merula,Eurasian Blackbird,0.19290836,datasets\EurasianGoldenOriole\276866.mp3
321.0,324.0,Oriolus oriolus,Eurasian Golden Oriole,0.9533693,datasets\EurasianGoldenOriole\276866.mp3
321.0,324.0,Troglodytes troglodytes,Eurasian Wren,0.18499714,datasets\EurasianGoldenOriole\276866.mp3
0.0,3.0,Garrulus glandarius,Eurasian Jay,0.99891996,datasets\EurasianJay\691440.mp3
3.0,6.0,Garrulus glandarius,Eurasian Jay,0.9937324,datasets\EurasianJay\691440.mp3
6.0,9.0,Garrulus glandarius,Eurasian Jay,0.99480385,datasets\EurasianJay\691440.mp3
9.0,12.0,Garrulus glandarius,Eurasian Jay,0.88172746,datasets\EurasianJay\691440.mp3
12.0,15.0,Garrulus glandarius,Eurasian Jay,0.94834304,datasets\EurasianJay\691440.mp3
15.0,18.0,Corvus corone,Carrion Crow,0.36590323,datasets\EurasianJay\691440.mp3
18.0,21.0,Garrulus glandarius,Eurasian Jay,0.839163,datasets\EurasianJay\691440.mp3
21.0,24.0,Garrulus glandarius,Eurasian Jay,0.92923874,datasets\EurasianJay\691440.mp3
24.0,27.0,Garrulus glandarius,Eurasian Jay,0.9889048,datasets\EurasianJay\691440.mp3
0.0,3.0,Garrulus glandarius,Eurasian Jay,0.9981165,datasets\EurasianJay\501517.mp3
3.0,6.0,Garrulus glandarius,Eurasian Jay,0.2099374,datasets\EurasianJay\501517.mp3
6.0,9.0,Garrulus glandarius,Eurasian Jay,0.9839416,datasets\EurasianJay\501517.mp3
