Start (s),End (s),Scientific name,Common name,Confidence,origial
3.0,6.0,Coturnix coturnix,Common Quail,0.40097657,datasets\CommonQuail\768507.mp3
6.0,9.0,Coturnix coturnix,Common Quail,0.35532933,datasets\CommonQuail\768507.mp3
6.0,9.0,Emberiza schoeniclus,Reed Bunting,0.18312499,datasets\CommonQuail\768507.mp3
6.0,9.0,Luscinia svecica,Bluethroat,0.103389084,datasets\CommonQuail\768507.mp3
9.0,12.0,Motacilla flava,Western Yellow Wagtail,0.9799529,datasets\CommonQuail\768507.mp3
12.0,15.0,Coturnix coturnix,Common Quail,0.9312947,datasets\CommonQuail\768507.mp3
15.0,18.0,Coturnix coturnix,Common Quail,0.5835935,datasets\CommonQuail\768507.mp3
15.0,18.0,Anthus trivialis,Tree Pipit,0.17129354,datasets\CommonQuail\768507.mp3
18.0,21.0,Motacilla flava,Western Yellow Wagtail,0.5128057,datasets\CommonQuail\768507.mp3
21.0,24.0,Motacilla flava,Western Yellow Wagtail,0.93889487,datasets\CommonQuail\768507.mp3
24.0,27.0,Coturnix coturnix,Common Quail,0.99274254,datasets\CommonQuail\768507.mp3
27.0,30.0,Emberiza citrinella,Yellowhammer,0.22692737,datasets\CommonQuail\768507.mp3
0.0,3.0,Coturnix coturnix,Common Quail,0.92278373,datasets\CommonQuail\768506.mp3
0.0,3.0,Motacilla flava,Western Yellow Wagtail,0.49263892,datasets\CommonQuail\768506.mp3
3.0,6.0,Coturnix coturnix,Common Quail,0.99901545,datasets\CommonQuail\768506.mp3
6.0,9.0,Coturnix coturnix,Common Quail,0.9987821,datasets\CommonQuail\768506.mp3
9.0,12.0,Motacilla flava,Western Yellow Wagtail,0.96883094,datasets\CommonQuail\768506.mp3
12.0,15.0,Motacilla flava,Western Yellow Wagtail,0.9697627,datasets\CommonQuail\768506.mp3
12.0,15.0,Coturnix coturnix,Common Quail,0.956095,datasets\CommonQuail\768506.mp3
15.0,18.0,Coturnix coturnix,Common Quail,0.92397994,datasets\CommonQuail\768506.mp3
15.0,18.0,Motacilla flava,Western Yellow Wagtail,0.5299057,datasets\CommonQuail\768506.mp3
18.0,21.0,Coturnix coturnix,Common Quail,0.99927837,datasets\CommonQuail\768506.mp3
21.0,24.0,Coturnix coturnix,Common Quail,0.99960715,datasets\CommonQuail\768506.mp3
24.0,27.0,Motacilla flava,Western Yellow Wagtail,0.9704697,datasets\CommonQuail\768506.mp3
27.0,30.0,Motacilla flava,Western Yellow Wagtail,0.9385782,datasets\CommonQuail\768506.mp3
27.0,30.0,Coturnix coturnix,Common Quail,0.2717366,datasets\CommonQuail\768506.mp3
30.0,33.0,Coturnix coturnix,Common Quail,0.99877065,datasets\CommonQuail\768506.mp3
33.0,36.0,Coturnix coturnix,Common Quail,0.9996031,datasets\CommonQuail\768506.mp3
36.0,39.0,Motacilla flava,Western Yellow Wagtail,0.7802112,datasets\CommonQuail\768506.mp3
36.0,39.0,Coturnix coturnix,Common Quail,0.4214555,datasets\CommonQuail\768506.mp3
39.0,42.0,Coturnix coturnix,Common Quail,0.932351,datasets\CommonQuail\768506.mp3
39.0,42.0,Motacilla flava,Western Yellow Wagtail,0.9001523,datasets\CommonQuail\768506.mp3
42.0,45.0,Coturnix coturnix,Common Quail,0.94987,datasets\CommonQuail\768506.mp3
42.0,45.0,Motacilla flava,Western Yellow Wagtail,0.7942132,datasets\CommonQuail\768506.mp3
45.0,48.0,Motacilla flava,Western Yellow Wagtail,0.9683347,datasets\CommonQuail\768506.mp3
48.0,51.0,Motacilla flava,Western Yellow Wagtail,0.9135579,datasets\CommonQuail\768506.mp3
51.0,54.0,Coturnix coturnix,Common Quail,0.998607,datasets\CommonQuail\768506.mp3
54.0,57.0,Coturnix coturnix,Common Quail,0.9982938,datasets\CommonQuail\768506.mp3
57.0,60.0,Coturnix coturnix,Common Quail,0.9956878,datasets\CommonQuail\768506.mp3
57.0,60.0,Motacilla flava,Western Yellow Wagtail,0.18955314,datasets\CommonQuail\768506.mp3
60.0,63.0,Motacilla flava,Western Yellow Wagtail,0.738382,datasets\CommonQuail\768506.mp3
60.0,63.0,Emberiza schoeniclus,Reed Bunting,0.18572745,datasets\CommonQuail\768506.mp3
0.0,3.0,Motacilla flava,Western Yellow Wagtail,0.89487,datasets\CommonQuail\768505.mp3
3.0,6.0,Coturnix coturnix,Common Quail,0.93743575,datasets\CommonQuail\768505.mp3
3.0,6.0,Motacilla flava,Western Yellow Wagtail,0.8608304,datasets\CommonQuail\768505.mp3
6.0,9.0,Coturnix coturnix,Common Quail,0.99867743,datasets\CommonQuail\768505.mp3
9.0,12.0,Coturnix coturnix,Common Quail,0.9965659,datasets\CommonQuail\768505.mp3
12.0,15.0,Motacilla flava,Western Yellow Wagtail,0.52077955,datasets\CommonQuail\768505.mp3
15.0,18.0,Motacilla flava,Western Yellow Wagtail,0.7915384,datasets\CommonQuail\768505.mp3
18.0,21.0,Coturnix coturnix,Common Quail,0.9826689,datasets\CommonQuail\768505.mp3
18.0,21.0,Motacilla flava,Western Yellow Wagtail,0.2902151,datasets\CommonQuail\768505.mp3
21.0,24.0,Coturnix coturnix,Common Quail,0.9987213,datasets\CommonQuail\768505.mp3
24.0,27.0,Coturnix coturnix,Common Quail,0.994862,datasets\CommonQuail\768505.mp3
27.0,30.0,Coturnix coturnix,Common Quail,0.9340525,datasets\CommonQuail\768505.mp3
27.0,30.0,Motacilla flava,Western Yellow Wagtail,0.59051216,datasets\CommonQuail\768505.mp3
30.0,33.0,Motacilla flava,Western Yellow Wagtail,0.9321969,datasets\CommonQuail\768505.mp3
30.0,33.0,Emberiza schoeniclus,Reed Bunting,0.15810989,datasets\CommonQuail\768505.mp3
33.0,36.0,Coturnix coturnix,Common Quail,0.9843359,datasets\CommonQuail\768505.mp3
36.0,39.0,Coturnix coturnix,Common Quail,0.98982376,datasets\CommonQuail\768505.mp3
36.0,39.0,Motacilla flava,Western Yellow Wagtail,0.13703246,datasets\CommonQuail\768505.mp3
39.0,42.0,Coturnix coturnix,Common Quail,0.99825186,datasets\CommonQuail\768505.mp3
42.0,45.0,Coturnix coturnix,Common Quail,0.97074044,datasets\CommonQuail\768505.mp3
42.0,45.0,Motacilla flava,Western Yellow Wagtail,0.46430513,datasets\CommonQuail\768505.mp3
45.0,48.0,Coturnix coturnix,Common Quail,0.9681934,datasets\CommonQuail\768505.mp3
48.0,51.0,Motacilla flava,Western Yellow Wagtail,0.9714651,datasets\CommonQuail\768505.mp3
51.0,54.0,Coturnix coturnix,Common Quail,0.9962287,datasets\CommonQuail\768505.mp3
54.0,57.0,Motacilla flava,Western Yellow Wagtail,0.97436845,datasets\CommonQuail\768505.mp3
57.0,60.0,Motacilla flava,Western Yellow Wagtail,0.4646778,datasets\CommonQuail\768505.mp3
57.0,60.0,Coturnix coturnix,Common Quail,0.115905106,datasets\CommonQuail\768505.mp3
60.0,63.0,Coturnix coturnix,Common Quail,0.9971015,datasets\CommonQuail\768505.mp3
60.0,63.0,Motacilla flava,Western Yellow Wagtail,0.26558325,datasets\CommonQuail\768505.mp3
63.0,66.0,Motacilla flava,Western Yellow Wagtail,0.5490942,datasets\CommonQuail\768505.mp3
66.0,69.0,Motacilla flava,Western Yellow Wagtail,0.8258374,datasets\CommonQuail\768505.mp3
69.0,72.0,Coturnix coturnix,Common Quail,0.99883026,datasets\CommonQuail\768505.mp3
72.0,75.0,Coturnix coturnix,Common Quail,0.98900235,datasets\CommonQuail\768505.mp3
72.0,75.0,Motacilla flava,Western Yellow Wagtail,0.34862992,datasets\CommonQuail\768505.mp3
75.0,78.0,Coturnix coturnix,Common Quail,0.98125273,datasets\CommonQuail\768505.mp3
75.0,78.0,Motacilla flava,Western Yellow Wagtail,0.5721387,datasets\CommonQuail\768505.mp3
78.0,81.0,Motacilla flava,Western Yellow Wagtail,0.8295398,datasets\CommonQuail\768505.mp3
78.0,81.0,Emberiza schoeniclus,Reed Bunting,0.14353709,datasets\CommonQuail\768505.mp3
81.0,84.0,Motacilla flava,Western Yellow Wagtail,0.7879107,datasets\CommonQuail\768505.mp3
84.0,87.0,Motacilla flava,Western Yellow Wagtail,0.6831961,datasets\CommonQuail\768505.mp3
87.0,90.0,Coturnix coturnix,Common Quail,0.98604554,datasets\CommonQuail\768505.mp3
90.0,93.0,Coturnix coturnix,Common Quail,0.998533,datasets\CommonQuail\768505.mp3
93.0,96.0,Motacilla flava,Western Yellow Wagtail,0.6373758,datasets\CommonQuail\768505.mp3
96.0,99.0,Motacilla flava,Western Yellow Wagtail,0.71635455,datasets\CommonQuail\768505.mp3
99.0,102.0,Motacilla flava,Western Yellow Wagtail,0.77751446,datasets\CommonQuail\768505.mp3
102.0,105.0,Coturnix coturnix,Common Quail,0.93889564,datasets\CommonQuail\768505.mp3
102.0,105.0,Motacilla flava,Western Yellow Wagtail,0.61931837,datasets\CommonQuail\768505.mp3
105.0,108.0,Coturnix coturnix,Common Quail,0.99212897,datasets\CommonQuail\768505.mp3
105.0,108.0,Motacilla flava,Western Yellow Wagtail,0.40607998,datasets\CommonQuail\768505.mp3
108.0,111.0,Motacilla flava,Western Yellow Wagtail,0.19295451,datasets\CommonQuail\768505.mp3
111.0,114.0,Motacilla flava,Western Yellow Wagtail,0.3651921,datasets\CommonQuail\768505.mp3
114.0,117.0,Motacilla flava,Western Yellow Wagtail,0.8323501,datasets\CommonQuail\768505.mp3
117.0,120.0,Motacilla flava,Western Yellow Wagtail,0.7149032,datasets\CommonQuail\768505.mp3
120.0,123.0,Motacilla flava,Western Yellow Wagtail,0.91905224,datasets\CommonQuail\768505.mp3
123.0,126.0,Motacilla flava,Western Yellow Wagtail,0.7663055,datasets\CommonQuail\768505.mp3
126.0,129.0,Motacilla flava,Western Yellow Wagtail,0.9028348,datasets\CommonQuail\768505.mp3
129.0,132.0,Coturnix coturnix,Common Quail,0.99123913,datasets\CommonQuail\768505.mp3
129.0,132.0,Motacilla flava,Western Yellow Wagtail,0.18057044,datasets\CommonQuail\768505.mp3
132.0,135.0,Coturnix coturnix,Common Quail,0.9957698,datasets\CommonQuail\768505.mp3
132.0,135.0,Motacilla flava,Western Yellow Wagtail,0.102411754,datasets\CommonQuail\768505.mp3
135.0,138.0,Motacilla flava,Western Yellow Wagtail,0.9414104,datasets\CommonQuail\768505.mp3
138.0,141.0,Motacilla flava,Western Yellow Wagtail,0.8202703,datasets\CommonQuail\768505.mp3
141.0,144.0,Motacilla flava,Western Yellow Wagtail,0.69012225,datasets\CommonQuail\768505.mp3
144.0,147.0,Coturnix coturnix,Common Quail,0.9985877,datasets\CommonQuail\768505.mp3
147.0,150.0,Motacilla flava,Western Yellow Wagtail,0.711972,datasets\CommonQuail\768505.mp3
150.0,153.0,Motacilla flava,Western Yellow Wagtail,0.45665798,datasets\CommonQuail\768505.mp3
150.0,153.0,Coturnix coturnix,Common Quail,0.27632892,datasets\CommonQuail\768505.mp3
150.0,153.0,Emberiza schoeniclus,Reed Bunting,0.11311986,datasets\CommonQuail\768505.mp3
153.0,156.0,Coturnix coturnix,Common Quail,0.41567683,datasets\CommonQuail\768505.mp3
153.0,156.0,Motacilla flava,Western Yellow Wagtail,0.3806698,datasets\CommonQuail\768505.mp3
156.0,159.0,Motacilla flava,Western Yellow Wagtail,0.9813023,datasets\CommonQuail\768505.mp3
159.0,162.0,Motacilla flava,Western Yellow Wagtail,0.81974477,datasets\CommonQuail\768505.mp3
162.0,165.0,Motacilla flava,Western Yellow Wagtail,0.905984,datasets\CommonQuail\768505.mp3
165.0,168.0,Coturnix coturnix,Common Quail,0.99955386,datasets\CommonQuail\768505.mp3
168.0,171.0,Coturnix coturnix,Common Quail,0.99493104,datasets\CommonQuail\768505.mp3
0.0,3.0,Coturnix coturnix,Common Quail,0.9996449,datasets\CommonQuail\569888.mp3
3.0,6.0,Coturnix coturnix,Common Quail,0.9984931,datasets\CommonQuail\569888.mp3
0.0,3.0,Coturnix coturnix,Common Quail,0.99987113,datasets\CommonQuail\474530.mp3
3.0,6.0,Coturnix coturnix,Common Quail,0.9994844,datasets\CommonQuail\474530.mp3
6.0,9.0,Sylvia atricapilla,Eurasian Blackcap,0.11294147,datasets\CommonQuail\474530.mp3
12.0,15.0,Phylloscopus trochilus,Willow Warbler,0.1354084,datasets\CommonQuail\474530.mp3
15.0,18.0,Coturnix coturnix,Common Quail,0.9999008,datasets\CommonQuail\474530.mp3
45.0,48.0,Sylvia atricapilla,Eurasian Blackcap,0.10291494,datasets\CommonQuail\474530.mp3
72.0,75.0,Coturnix coturnix,Common Quail,0.99989617,datasets\CommonQuail\474530.mp3
75.0,78.0,Coturnix coturnix,Common Quail,0.9980007,datasets\CommonQuail\474530.mp3
78.0,81.0,Oriolus oriolus,Eurasian Golden Oriole,0.12365044,datasets\CommonQuail\474530.mp3
90.0,93.0,Lullula arborea,Wood Lark,0.12434566,datasets\CommonQuail\474530.mp3
96.0,99.0,Coturnix coturnix,Common Quail,0.9995005,datasets\CommonQuail\474530.mp3
99.0,102.0,Coturnix coturnix,Common Quail,0.94581336,datasets\CommonQuail\474530.mp3
123.0,126.0,Coturnix coturnix,Common Quail,0.9982552,datasets\CommonQuail\474530.mp3
126.0,129.0,Coturnix coturnix,Common Quail,0.9993954,datasets\CommonQuail\474530.mp3
147.0,150.0,Coturnix coturnix,Common Quail,0.99798965,datasets\CommonQuail\474530.mp3
150.0,153.0,Coturnix coturnix,Common Quail,0.99907935,datasets\CommonQuail\474530.mp3
153.0,156.0,Coturnix coturnix,Common Quail,0.998657,datasets\CommonQuail\474530.mp3
0.0,3.0,Caprimulgus europaeus,Eurasian Nightjar,0.8385149,datasets\EuropeanNightjar\664653.mp3
3.0,6.0,Caprimulgus europaeus,Eurasian Nightjar,0.9644541,datasets\EuropeanNightjar\664653.mp3
6.0,9.0,Caprimulgus europaeus,Eurasian Nightjar,0.20314819,datasets\EuropeanNightjar\664653.mp3
12.0,15.0,Caprimulgus europaeus,Eurasian Nightjar,0.14060667,datasets\EuropeanNightjar\664653.mp3
15.0,18.0,Caprimulgus europaeus,Eurasian Nightjar,0.6868914,datasets\EuropeanNightjar\664653.mp3
18.0,21.0,Caprimulgus europaeus,Eurasian Nightjar,0.113954276,datasets\EuropeanNightjar\664653.mp3
21.0,24.0,Caprimulgus europaeus,Eurasian Nightjar,0.20158434,datasets\EuropeanNightjar\664653.mp3
27.0,30.0,Caprimulgus europaeus,Eurasian Nightjar,0.10066348,datasets\EuropeanNightjar\664653.mp3
30.0,33.0,Caprimulgus europaeus,Eurasian Nightjar,0.46635187,datasets\EuropeanNightjar\664653.mp3
33.0,36.0,Caprimulgus europaeus,Eurasian Nightjar,0.17969456,datasets\EuropeanNightjar\664653.mp3
36.0,39.0,Caprimulgus europaeus,Eurasian Nightjar,0.30401132,datasets\EuropeanNightjar\664653.mp3
39.0,42.0,Caprimulgus europaeus,Eurasian Nightjar,0.1464307,datasets\EuropeanNightjar\664653.mp3
48.0,51.0,Caprimulgus europaeus,Eurasian Nightjar,0.11646618,datasets\EuropeanNightjar\664653.mp3
51.0,54.0,Caprimulgus europaeus,Eurasian Nightjar,0.105197564,datasets\EuropeanNightjar\664653.mp3
0.0,3.0,Caprimulgus europaeus,Eurasian Nightjar,0.99480766,datasets\EuropeanNightjar\565353.mp3
3.0,6.0,Caprimulgus europaeus,Eurasian Nightjar,0.98257613,datasets\EuropeanNightjar\565353.mp3
6.0,9.0,Caprimulgus europaeus,Eurasian Nightjar,0.9985039,datasets\EuropeanNightjar\565353.mp3
9.0,12.0,Caprimulgus europaeus,Eurasian Nightjar,0.9936686,datasets\EuropeanNightjar\565353.mp3
12.0,15.0,Caprimulgus europaeus,Eurasian Nightjar,0.99654204,datasets\EuropeanNightjar\565353.mp3
15.0,18.0,Caprimulgus europaeus,Eurasian Nightjar,0.9938945,datasets\EuropeanNightjar\565353.mp3
18.0,21.0,Caprimulgus europaeus,Eurasian Nightjar,0.9964729,datasets\EuropeanNightjar\565353.mp3
21.0,24.0,Caprimulgus europaeus,Eurasian Nightjar,0.99556917,datasets\EuropeanNightjar\565353.mp3
24.0,27.0,Caprimulgus europaeus,Eurasian Nightjar,0.9930515,datasets\EuropeanNightjar\565353.mp3
33.0,36.0,Caprimulgus europaeus,Eurasian Nightjar,0.99884903,datasets\EuropeanNightjar\565353.mp3
36.0,39.0,Caprimulgus europaeus,Eurasian Nightjar,0.44589564,datasets\EuropeanNightjar\565353.mp3
39.0,42.0,Caprimulgus europaeus,Eurasian Nightjar,0.9988771,datasets\EuropeanNightjar\565353.mp3
42.0,45.0,Caprimulgus europaeus,Eurasian Nightjar,0.99416476,datasets\EuropeanNightjar\565353.mp3
45.0,48.0,Caprimulgus europaeus,Eurasian Nightjar,0.9968862,datasets\EuropeanNightjar\565353.mp3
48.0,51.0,Caprimulgus europaeus,Eurasian Nightjar,0.9980373,datasets\EuropeanNightjar\565353.mp3
3.0,6.0,Apus apus,Common Swift,0.97580886,datasets\CommonSwift\331848.mp3
6.0,9.0,Apus apus,Common Swift,0.9995235,datasets\CommonSwift\331848.mp3
9.0,12.0,Apus apus,Common Swift,0.26279137,datasets\CommonSwift\331848.mp3
12.0,15.0,Apus apus,Common Swift,0.9150522,datasets\CommonSwift\331848.mp3
15.0,18.0,Phoenicurus ochruros,Black Redstart,0.17812882,datasets\CommonSwift\331848.mp3
15.0,18.0,Apus apus,Common Swift,0.1655127,datasets\CommonSwift\331848.mp3
18.0,21.0,Apus apus,Common Swift,0.9456928,datasets\CommonSwift\331848.mp3
21.0,24.0,Apus apus,Common Swift,0.9978136,datasets\CommonSwift\331848.mp3
24.0,27.0,Apus apus,Common Swift,0.99931514,datasets\CommonSwift\331848.mp3
27.0,30.0,Apus apus,Common Swift,0.99973446,datasets\CommonSwift\331848.mp3
30.0,33.0,Apus apus,Common Swift,0.9880322,datasets\CommonSwift\331848.mp3
33.0,36.0,Apus apus,Common Swift,0.9992187,datasets\CommonSwift\331848.mp3
36.0,39.0,Apus apus,Common Swift,0.97718155,datasets\CommonSwift\331848.mp3
39.0,42.0,Apus apus,Common Swift,0.20629951,datasets\CommonSwift\331848.mp3
39.0,42.0,Certhia brachydactyla,Short-toed Treecreeper,0.15773371,datasets\CommonSwift\331848.mp3
0.0,3.0,Apus apus,Common Swift,0.99686027,datasets\CommonSwift\320418.mp3
3.0,6.0,Turdus merula,Eurasian Blackbird,0.25555506,datasets\CommonSwift\320418.mp3
6.0,9.0,Apus apus,Common Swift,0.9962632,datasets\CommonSwift\320418.mp3
9.0,12.0,Apus apus,Common Swift,0.9004947,datasets\CommonSwift\320418.mp3
0.0,3.0,Apus apus,Common Swift,0.9985368,datasets\CommonSwift\488744.mp3
3.0,6.0,Apus apus,Common Swift,0.9383159,datasets\CommonSwift\488744.mp3
6.0,9.0,Apus apus,Common Swift,0.5607165,datasets\CommonSwift\488744.mp3
9.0,12.0,Apus apus,Common Swift,0.99852717,datasets\CommonSwift\488744.mp3
12.0,15.0,Apus apus,Common Swift,0.9978027,datasets\CommonSwift\488744.mp3
18.0,21.0,Apus apus,Common Swift,0.6696494,datasets\CommonSwift\488744.mp3
21.0,24.0,Apus apus,Common Swift,0.32867876,datasets\CommonSwift\488744.mp3
24.0,27.0,Apus apus,Common Swift,0.28789905,datasets\CommonSwift\488744.mp3
27.0,30.0,Apus apus,Common Swift,0.9976726,datasets\CommonSwift\488744.mp3
30.0,33.0,Apus apus,Common Swift,0.99757296,datasets\CommonSwift\488744.mp3
33.0,36.0,Certhia brachydactyla,Short-toed Treecreeper,0.83007395,datasets\CommonSwift\488744.mp3
36.0,39.0,Certhia brachydactyla,Short-toed Treecreeper,0.5685195,datasets\CommonSwift\488744.mp3
39.0,42.0,Apus apus,Common Swift,0.99689144,datasets\CommonSwift\488744.mp3
42.0,45.0,Motacilla cinerea,Gray Wagtail,0.11579753,datasets\CommonSwift\488744.mp3
0.0,3.0,Apus apus,Common Swift,0.9985864,datasets\CommonSwift\484956.mp3
0.0,3.0,Apus apus,Common Swift,0.9222875,datasets\CommonSwift\475135.mp3
0.0,3.0,Cuculus canorus,Common Cuckoo,0.9828198,datasets\CommonCuckoo\823515.mp3
3.0,6.0,Cuculus canorus,Common Cuckoo,0.9644975,datasets\CommonCuckoo\823515.mp3
6.0,9.0,Cuculus canorus,Common Cuckoo,0.9997385,datasets\CommonCuckoo\823515.mp3
9.0,12.0,Cuculus canorus,Common Cuckoo,0.99881613,datasets\CommonCuckoo\823515.mp3
12.0,15.0,Cuculus canorus,Common Cuckoo,0.99855787,datasets\CommonCuckoo\823515.mp3
15.0,18.0,Cuculus canorus,Common Cuckoo,0.9974928,datasets\CommonCuckoo\823515.mp3
18.0,21.0,Cuculus canorus,Common Cuckoo,0.99833363,datasets\CommonCuckoo\823515.mp3
21.0,24.0,Cuculus canorus,Common Cuckoo,0.9993273,datasets\CommonCuckoo\823515.mp3
24.0,27.0,Cuculus canorus,Common Cuckoo,0.997719,datasets\CommonCuckoo\823515.mp3
27.0,30.0,Cuculus canorus,Common Cuckoo,0.9957332,datasets\CommonCuckoo\823515.mp3
0.0,3.0,Cuculus canorus,Common Cuckoo,0.99640614,datasets\CommonCuckoo\823510.mp3
3.0,6.0,Cuculus canorus,Common Cuckoo,0.99906605,datasets\CommonCuckoo\823510.mp3
6.0,9.0,Cuculus canorus,Common Cuckoo,0.9976132,datasets\CommonCuckoo\823510.mp3
9.0,12.0,Cuculus canorus,Common Cuckoo,0.996086,datasets\CommonCuckoo\823510.mp3
12.0,15.0,Cuculus canorus,Common Cuckoo,0.99922764,datasets\CommonCuckoo\823510.mp3
15.0,18.0,Cuculus canorus,Common Cuckoo,0.9986255,datasets\CommonCuckoo\823510.mp3
18.0,21.0,Cuculus canorus,Common Cuckoo,0.9925108,datasets\CommonCuckoo\823510.mp3
0.0,3.0,Motacilla alba,White Wagtail,0.23113199,datasets\CommonCuckoo\587117.mp3
0.0,3.0,Motacilla cinerea,Gray Wagtail,0.13643645,datasets\CommonCuckoo\587117.mp3
3.0,6.0,Motacilla alba,White Wagtail,0.52596045,datasets\CommonCuckoo\587117.mp3
0.0,3.0,Cuculus canorus,Common Cuckoo,0.6901271,datasets\CommonCuckoo\474525.mp3
0.0,3.0,Streptopelia decaocto,Eurasian Collared-Dove,0.30932584,datasets\CommonCuckoo\474525.mp3
3.0,6.0,Cuculus canorus,Common Cuckoo,0.91912264,datasets\CommonCuckoo\474525.mp3
3.0,6.0,Fringilla coelebs,Common Chaffinch,0.14228083,datasets\CommonCuckoo\474525.mp3
6.0,9.0,Cuculus canorus,Common Cuckoo,0.81153744,datasets\CommonCuckoo\474525.mp3
9.0,12.0,Cuculus canorus,Common Cuckoo,0.6656011,datasets\CommonCuckoo\474525.mp3
9.0,12.0,Strix aluco,Tawny Owl,0.15751389,datasets\CommonCuckoo\474525.mp3
12.0,15.0,Cuculus canorus,Common Cuckoo,0.63865954,datasets\CommonCuckoo\474525.mp3
15.0,18.0,Cuculus canorus,Common Cuckoo,0.9932094,datasets\CommonCuckoo\474525.mp3
18.0,21.0,Fringilla coelebs,Common Chaffinch,0.40862194,datasets\CommonCuckoo\474525.mp3
21.0,24.0,Cuculus canorus,Common Cuckoo,0.9459082,datasets\CommonCuckoo\474525.mp3
21.0,24.0,Fringilla coelebs,Common Chaffinch,0.26915205,datasets\CommonCuckoo\474525.mp3
24.0,27.0,Cuculus canorus,Common Cuckoo,0.8850878,datasets\CommonCuckoo\474525.mp3
24.0,27.0,Phylloscopus collybita,Common Chiffchaff,0.31618914,datasets\CommonCuckoo\474525.mp3
27.0,30.0,Cuculus canorus,Common Cuckoo,0.98926896,datasets\CommonCuckoo\474525.mp3
30.0,33.0,Cuculus canorus,Common Cuckoo,0.92960966,datasets\CommonCuckoo\474525.mp3
33.0,36.0,Cuculus canorus,Common Cuckoo,0.9819656,datasets\CommonCuckoo\474525.mp3
36.0,39.0,Cuculus canorus,Common Cuckoo,0.95940876,datasets\CommonCuckoo\474525.mp3
